freq,psd_x,psd_y,psd_z,psd_xyz
140.1,8.590e+02,6.113e+02,2.767e+02,1.747e+03
141.6,1.017e+03,6.859e+02,2.619e+02,1.965e+03
143.1,1.426e+03,6.923e+02,2.149e+02,2.333e+03
144.6,1.445e+03,6.323e+02,1.631e+02,2.240e+03
146.2,1.194e+03,6.292e+02,1.625e+02,1.985e+03
147.7,1.103e+03,7.000e+02,2.118e+02,2.015e+03
149.2,9.597e+02,8.185e+02,2.372e+02,2.015e+03
150.7,7.287e+02,8.899e+02,2.326e+02,1.851e+03
152.3,4.295e+02,8.204e+02,2.155e+02,1.465e+03
153.8,2.667e+02,7.428e+02,1.901e+02,1.200e+03
155.3,2.370e+02,7.253e+02,1.802e+02,1.143e+03
156.8,2.254e+02,7.085e+02,1.971e+02,1.131e+03
158.3,2.086e+02,6.438e+02,2.168e+02,1.069e+03
159.9,1.961e+02,6.563e+02,2.502e+02,1.103e+03
161.4,2.424e+02,8.031e+02,2.794e+02,1.325e+03
162.9,3.304e+02,8.540e+02,2.668e+02,1.451e+03
164.4,3.660e+02,8.161e+02,2.236e+02,1.406e+03
166.0,4.930e+02,8.670e+02,2.247e+02,1.585e+03
167.5,7.376e+02,9.078e+02,2.244e+02,1.870e+03
169.0,8.440e+02,8.397e+02,2.412e+02,1.925e+03
170.5,7.056e+02,8.032e+02,2.750e+02,1.784e+03
172.0,4.635e+02,7.756e+02,3.863e+02,1.625e+03
173.6,3.296e+02,8.180e+02,5.606e+02,1.708e+03
175.1,3.688e+02,9.164e+02,7.164e+02,2.002e+03
176.6,5.045e+02,1.056e+03,8.357e+02,2.396e+03
178.1,5.924e+02,1.161e+03,9.027e+02,2.656e+03
179.7,7.178e+02,1.234e+03,9.801e+02,2.932e+03
181.2,7.937e+02,1.513e+03,1.299e+03,3.606e+03
182.7,7.917e+02,2.035e+03,1.712e+03,4.539e+03
184.2,7.207e+02,2.302e+03,1.948e+03,4.970e+03
185.7,7.294e+02,2.373e+03,2.080e+03,5.182e+03
187.3,8.185e+02,2.390e+03,2.100e+03,5.308e+03
188.8,8.486e+02,2.500e+03,2.085e+03,5.434e+03
190.3,8.687e+02,2.531e+03,2.097e+03,5.497e+03
191.8,8.455e+02,2.614e+03,2.165e+03,5.625e+03
193.4,6.370e+02,2.474e+03,2.125e+03,5.237e+03
194.9,5.088e+02,2.262e+03,1.953e+03,4.724e+03
196.4,4.302e+02,2.068e+03,1.761e+03,4.259e+03
197.9,5.635e+02,2.170e+03,1.712e+03,4.445e+03
199.5,1.602e+03,3.605e+03,1.695e+03,6.902e+03
