freq,psd_x,psd_y,psd_z,psd_xyz
46.4,1.561e+05,2.663e+05,2.014e+03,4.244e+05
47.5,1.438e+05,2.040e+05,1.625e+03,3.495e+05
48.5,1.411e+05,1.602e+05,1.118e+03,3.024e+05
49.6,1.370e+05,1.305e+05,6.887e+02,2.682e+05
50.7,1.251e+05,1.473e+05,1.334e+03,2.738e+05
51.8,1.068e+05,1.979e+05,1.765e+03,3.065e+05
52.9,8.306e+04,2.396e+05,1.991e+03,3.247e+05
53.9,6.198e+04,2.785e+05,3.320e+03,3.438e+05
55.0,5.521e+04,3.047e+05,3.432e+03,3.634e+05
56.1,3.669e+04,2.797e+05,1.977e+03,3.183e+05
57.2,2.801e+04,2.469e+05,1.748e+03,2.767e+05
58.3,2.041e+04,2.133e+05,1.621e+03,2.353e+05
59.3,1.983e+04,1.920e+05,9.184e+02,2.128e+05
60.4,1.821e+04,1.796e+05,6.279e+02,1.985e+05
61.5,1.350e+04,1.878e+05,7.698e+02,2.021e+05
62.6,8.669e+03,1.961e+05,1.346e+03,2.061e+05
63.7,9.666e+03,1.907e+05,1.999e+03,2.024e+05
64.7,8.021e+03,1.740e+05,2.241e+03,1.843e+05
65.8,7.832e+03,1.440e+05,1.942e+03,1.537e+05
66.9,1.009e+04,1.176e+05,1.975e+03,1.296e+05
68.0,1.257e+04,1.038e+05,5.528e+03,1.219e+05
69.0,1.176e+04,9.820e+04,2.060e+04,1.306e+05
70.1,1.283e+04,9.042e+04,4.685e+04,1.501e+05
71.2,1.833e+04,6.436e+04,5.773e+04,1.404e+05
72.3,1.949e+04,5.599e+04,6.256e+04,1.380e+05
73.4,1.746e+04,7.772e+04,5.234e+04,1.475e+05
74.4,2.036e+04,9.943e+04,3.860e+04,1.584e+05
75.5,2.349e+04,1.042e+05,2.965e+04,1.573e+05
76.6,2.455e+04,1.024e+05,2.002e+04,1.470e+05
77.7,1.710e+04,7.675e+04,1.412e+04,1.080e+05
78.8,9.300e+03,3.795e+04,1.372e+04,6.097e+04
79.8,9.147e+03,2.536e+04,1.530e+04,4.981e+04
80.9,1.246e+04,2.812e+04,1.785e+04,5.842e+04
82.0,1.265e+04,2.669e+04,1.579e+04,5.513e+04
83.1,6.856e+03,2.302e+04,1.236e+04,4.223e+04
84.2,4.800e+03,2.339e+04,9.403e+03,3.759e+04
85.2,4.127e+03,2.368e+04,8.591e+03,3.640e+04
86.3,3.217e+03,2.376e+04,7.489e+03,3.446e+04
87.4,3.606e+03,2.089e+04,5.720e+03,3.022e+04
88.5,3.237e+03,1.911e+04,3.825e+03,2.617e+04
89.5,4.383e+03,1.484e+04,2.531e+03,2.175e+04
90.6,2.445e+03,9.772e+03,1.790e+03,1.401e+04
91.7,3.553e+03,1.013e+04,1.197e+03,1.488e+04
92.8,3.980e+03,8.033e+03,8.990e+02,1.291e+04
93.9,3.774e+03,8.750e+03,9.114e+02,1.344e+04
94.9,2.720e+03,5.702e+03,1.154e+03,9.576e+03
96.0,2.363e+03,4.665e+03,1.529e+03,8.557e+03
97.1,2.842e+03,6.468e+03,2.953e+03,1.226e+04
98.2,2.613e+03,5.233e+03,1.751e+03,9.597e+03
99.3,3.078e+03,5.246e+03,1.130e+03,9.454e+03
100.3,2.747e+03,5.073e+03,1.824e+03,9.644e+03
101.4,3.917e+03,5.663e+03,2.756e+03,1.234e+04
102.5,4.515e+03,6.475e+03,3.408e+03,1.440e+04
103.6,8.234e+03,1.195e+04,7.242e+03,2.743e+04
104.6,1.011e+04,1.092e+04,7.606e+03,2.864e+04
105.7,1.297e+04,9.028e+03,1.079e+04,3.279e+04
106.8,1.111e+04,1.203e+04,1.302e+04,3.617e+04
107.9,1.061e+04,1.420e+04,1.438e+04,3.919e+04
109.0,1.098e+04,1.145e+04,1.384e+04,3.627e+04
110.0,1.012e+04,1.392e+04,9.665e+03,3.370e+04
111.1,9.065e+03,1.367e+04,4.265e+03,2.701e+04
112.2,9.233e+03,1.504e+04,1.555e+03,2.583e+04
113.3,9.648e+03,2.082e+04,1.658e+03,3.213e+04
114.4,9.547e+03,2.122e+04,1.755e+03,3.252e+04
115.4,1.029e+04,2.385e+04,1.634e+03,3.577e+04
116.5,1.281e+04,2.745e+04,2.059e+03,4.232e+04
117.6,1.141e+04,2.524e+04,1.727e+03,3.838e+04
118.7,8.841e+03,1.871e+04,1.113e+03,2.866e+04
119.8,3.898e+03,9.768e+03,1.258e+03,1.492e+04
120.8,4.568e+03,9.007e+03,2.196e+03,1.577e+04
121.9,4.118e+03,9.305e+03,2.074e+03,1.550e+04
123.0,4.184e+03,6.892e+03,1.124e+03,1.220e+04
124.1,7.829e+03,9.318e+03,8.900e+02,1.804e+04
125.1,9.143e+03,9.754e+03,8.466e+02,1.974e+04
126.2,7.742e+03,8.535e+03,5.818e+02,1.686e+04
127.3,5.933e+03,6.489e+03,3.519e+02,1.277e+04
128.4,1.522e+04,8.602e+03,4.935e+02,2.432e+04
129.5,3.088e+04,1.305e+04,1.096e+03,4.503e+04
130.5,5.053e+04,1.798e+04,1.344e+03,6.986e+04
131.6,3.071e+04,1.568e+04,8.139e+02,4.720e+04
132.7,4.614e+03,7.743e+03,6.524e+02,1.301e+04
133.8,7.988e+03,1.031e+04,7.478e+02,1.905e+04
134.9,7.908e+03,1.177e+04,7.447e+02,2.043e+04
135.9,1.028e+04,1.319e+04,7.923e+02,2.427e+04
137.0,6.958e+03,1.050e+04,1.070e+03,1.853e+04
138.1,1.013e+04,1.775e+04,2.303e+03,3.019e+04
139.2,1.348e+04,2.227e+04,3.025e+03,3.878e+04
140.3,1.036e+04,2.112e+04,2.646e+03,3.413e+04
141.3,1.905e+04,2.606e+04,2.282e+03,4.740e+04
142.4,3.348e+04,4.003e+04,1.939e+03,7.545e+04
143.5,5.410e+04,6.613e+04,1.971e+03,1.222e+05
144.6,3.515e+04,4.892e+04,1.601e+03,8.567e+04
145.6,3.991e+04,5.959e+04,1.829e+03,1.013e+05
146.7,5.361e+04,7.466e+04,2.066e+03,1.303e+05
147.8,4.509e+04,6.135e+04,2.132e+03,1.086e+05
148.9,6.386e+04,9.198e+04,2.847e+03,1.587e+05
150.0,3.096e+04,5.083e+04,2.764e+03,8.455e+04
151.0,2.997e+04,4.773e+04,3.234e+03,8.093e+04
152.1,3.229e+04,5.514e+04,4.017e+03,9.145e+04
153.2,4.438e+04,8.093e+04,5.075e+03,1.304e+05
154.3,3.387e+04,6.682e+04,5.599e+03,1.063e+05
155.4,2.427e+04,4.911e+04,5.556e+03,7.894e+04
156.4,2.255e+04,4.286e+04,6.144e+03,7.156e+04
157.5,8.269e+03,1.613e+04,5.972e+03,3.037e+04
158.6,3.647e+03,6.713e+03,6.268e+03,1.663e+04
159.7,4.338e+03,7.403e+03,7.234e+03,1.897e+04
160.7,5.759e+03,9.584e+03,8.978e+03,2.432e+04
161.8,6.072e+03,1.016e+04,1.203e+04,2.826e+04
162.9,6.310e+03,9.559e+03,1.459e+04,3.046e+04
164.0,7.019e+03,9.373e+03,1.706e+04,3.345e+04
165.1,7.623e+03,8.731e+03,1.881e+04,3.517e+04
166.1,8.166e+03,7.486e+03,2.078e+04,3.643e+04
167.2,7.915e+03,7.816e+03,2.214e+04,3.787e+04
168.3,8.309e+03,1.030e+04,2.394e+04,4.254e+04
169.4,1.087e+04,1.480e+04,2.978e+04,5.545e+04
170.5,1.252e+04,1.779e+04,3.831e+04,6.862e+04
171.5,1.127e+04,1.749e+04,4.144e+04,7.020e+04
172.6,1.083e+04,1.708e+04,4.116e+04,6.907e+04
173.7,1.027e+04,1.872e+04,3.954e+04,6.854e+04
174.8,9.097e+03,1.972e+04,3.564e+04,6.446e+04
175.9,7.441e+03,1.841e+04,3.101e+04,5.686e+04
176.9,5.826e+03,1.911e+04,2.584e+04,5.077e+04
178.0,5.127e+03,1.921e+04,2.146e+04,4.580e+04
179.1,5.206e+03,1.802e+04,2.051e+04,4.374e+04
180.2,4.594e+03,2.258e+04,1.782e+04,4.499e+04
181.2,3.633e+03,2.737e+04,1.203e+04,4.303e+04
182.3,3.034e+03,3.054e+04,8.279e+03,4.185e+04
183.4,2.245e+03,2.331e+04,6.066e+03,3.162e+04
184.5,1.794e+03,2.245e+04,4.227e+03,2.847e+04
185.6,1.566e+03,2.284e+04,3.293e+03,2.770e+04
186.6,1.488e+03,1.866e+04,2.602e+03,2.275e+04
187.7,1.433e+03,1.809e+04,2.208e+03,2.173e+04
188.8,1.343e+03,1.529e+04,1.963e+03,1.859e+04
189.9,1.366e+03,1.648e+04,2.013e+03,1.986e+04
191.0,1.719e+03,2.444e+04,2.004e+03,2.817e+04
192.0,1.500e+03,1.548e+04,1.521e+03,1.850e+04
193.1,1.263e+03,1.097e+04,1.257e+03,1.349e+04
194.2,8.714e+02,1.028e+04,1.041e+03,1.219e+04
195.3,8.879e+02,8.715e+03,8.508e+02,1.045e+04
196.4,7.824e+02,7.016e+03,7.953e+02,8.594e+03
197.4,7.044e+02,5.822e+03,8.660e+02,7.392e+03
198.5,7.788e+02,5.132e+03,8.532e+02,6.764e+03
199.6,7.924e+02,5.107e+03,8.380e+02,6.737e+03
