freq,psd_x,psd_y,psd_z,psd_xyz
75.9,1.623e+05,7.674e+03,6.054e+02,1.705e+05
77.4,1.756e+05,7.808e+03,3.561e+02,1.837e+05
78.9,1.648e+05,7.018e+03,2.448e+02,1.720e+05
80.4,1.497e+05,5.606e+03,2.540e+02,1.555e+05
81.9,1.261e+05,4.081e+03,2.708e+02,1.305e+05
83.5,1.095e+05,3.209e+03,2.850e+02,1.130e+05
85.0,9.780e+04,2.983e+03,2.913e+02,1.011e+05
86.5,8.440e+04,3.014e+03,3.230e+02,8.773e+04
88.0,7.260e+04,2.944e+03,3.644e+02,7.591e+04
89.5,6.345e+04,2.550e+03,3.990e+02,6.640e+04
91.0,5.667e+04,2.222e+03,4.480e+02,5.934e+04
92.6,5.886e+04,4.948e+03,6.149e+02,6.442e+04
94.1,5.418e+04,5.361e+03,6.008e+02,6.015e+04
95.6,3.791e+04,2.807e+03,4.064e+02,4.112e+04
97.1,3.622e+04,2.027e+03,4.196e+02,3.867e+04
98.6,4.500e+04,1.548e+03,5.424e+02,4.709e+04
100.2,5.415e+04,1.113e+03,6.021e+02,5.586e+04
101.7,6.008e+04,1.284e+03,6.553e+02,6.202e+04
103.2,7.802e+04,1.934e+03,7.781e+02,8.073e+04
104.7,1.044e+05,2.668e+03,7.550e+02,1.079e+05
106.2,1.304e+05,4.621e+03,8.591e+02,1.359e+05
107.7,1.375e+05,5.120e+03,1.085e+03,1.437e+05
109.3,1.154e+05,3.998e+03,1.375e+03,1.207e+05
110.8,1.075e+05,3.696e+03,1.734e+03,1.129e+05
112.3,1.131e+05,4.053e+03,1.969e+03,1.191e+05
113.8,1.261e+05,4.165e+03,1.923e+03,1.322e+05
115.3,1.241e+05,4.237e+03,1.591e+03,1.299e+05
116.8,1.100e+05,3.911e+03,1.258e+03,1.151e+05
118.4,1.016e+05,3.373e+03,9.577e+02,1.059e+05
119.9,9.658e+04,2.874e+03,6.671e+02,1.001e+05
121.4,8.887e+04,2.210e+03,5.032e+02,9.158e+04
122.9,8.995e+04,1.812e+03,3.870e+02,9.214e+04
124.4,1.037e+05,2.162e+03,3.137e+02,1.062e+05
126.0,1.196e+05,2.934e+03,3.188e+02,1.228e+05
127.5,1.411e+05,3.693e+03,3.423e+02,1.452e+05
129.0,1.673e+05,5.623e+03,3.996e+02,1.733e+05
130.5,1.957e+05,6.731e+03,4.402e+02,2.029e+05
132.0,1.713e+05,6.029e+03,3.986e+02,1.777e+05
133.5,4.619e+04,2.390e+03,2.755e+02,4.885e+04
135.1,1.193e+04,1.326e+03,2.106e+02,1.347e+04
136.6,1.120e+04,1.302e+03,1.982e+02,1.270e+04
138.1,1.108e+04,1.383e+03,1.860e+02,1.265e+04
139.6,1.078e+04,1.416e+03,1.924e+02,1.239e+04
141.1,1.050e+04,1.389e+03,1.982e+02,1.208e+04
142.6,1.154e+04,1.229e+03,2.040e+02,1.297e+04
144.2,1.245e+04,1.074e+03,2.298e+02,1.375e+04
145.7,1.368e+04,1.216e+03,2.997e+02,1.520e+04
147.2,1.486e+04,1.328e+03,3.082e+02,1.650e+04
148.7,1.744e+04,1.091e+03,3.152e+02,1.884e+04
150.2,1.987e+04,1.011e+03,3.427e+02,2.123e+04
151.7,2.387e+04,1.054e+03,4.092e+02,2.533e+04
153.3,2.986e+04,1.204e+03,4.525e+02,3.151e+04
154.8,3.519e+04,1.316e+03,5.341e+02,3.704e+04
156.3,3.804e+04,1.353e+03,5.505e+02,3.994e+04
157.8,3.396e+04,1.341e+03,5.233e+02,3.583e+04
159.3,1.960e+04,1.666e+03,8.985e+02,2.216e+04
160.9,7.143e+03,1.775e+03,1.240e+03,1.016e+04
162.4,3.141e+03,1.857e+03,1.441e+03,6.440e+03
163.9,3.382e+03,1.945e+03,1.517e+03,6.844e+03
165.4,4.577e+03,1.988e+03,1.567e+03,8.132e+03
166.9,5.093e+03,1.728e+03,1.700e+03,8.521e+03
168.4,4.917e+03,1.776e+03,1.855e+03,8.548e+03
170.0,5.517e+03,1.835e+03,1.950e+03,9.301e+03
171.5,5.842e+03,1.538e+03,1.834e+03,9.214e+03
173.0,7.630e+03,1.371e+03,1.443e+03,1.044e+04
174.5,1.030e+04,1.073e+03,1.116e+03,1.249e+04
176.0,1.136e+04,1.170e+03,1.056e+03,1.359e+04
177.5,1.202e+04,1.184e+03,8.842e+02,1.409e+04
179.1,1.379e+04,1.278e+03,7.315e+02,1.580e+04
180.6,1.856e+04,3.506e+03,7.336e+02,2.280e+04
182.1,1.753e+04,2.546e+03,6.997e+02,2.078e+04
183.6,1.543e+04,1.248e+03,6.320e+02,1.731e+04
185.1,1.493e+04,1.207e+03,6.409e+02,1.678e+04
186.7,1.474e+04,1.099e+03,6.217e+02,1.646e+04
188.2,1.468e+04,1.159e+03,6.214e+02,1.646e+04
189.7,1.474e+04,1.141e+03,5.810e+02,1.646e+04
191.2,1.477e+04,1.293e+03,5.789e+02,1.664e+04
192.7,1.488e+04,1.307e+03,6.014e+02,1.678e+04
194.2,1.422e+04,1.295e+03,6.944e+02,1.621e+04
195.8,1.302e+04,1.124e+03,8.115e+02,1.496e+04
197.3,1.280e+04,1.081e+03,9.761e+02,1.486e+04
198.8,1.406e+04,1.080e+03,1.201e+03,1.634e+04
