freq,psd_x,psd_y,psd_z,psd_xyz
159.9,2.092e+04,1.778e+03,4.966e+02,2.320e+04
161.4,2.146e+04,1.772e+03,4.705e+02,2.370e+04
162.9,2.024e+04,1.450e+03,4.597e+02,2.215e+04
164.5,1.754e+04,1.273e+03,5.178e+02,1.933e+04
166.0,1.394e+04,1.129e+03,6.109e+02,1.568e+04
167.5,1.130e+04,1.154e+03,6.472e+02,1.310e+04
169.0,9.448e+03,1.145e+03,7.046e+02,1.130e+04
170.6,9.654e+03,1.137e+03,7.233e+02,1.151e+04
172.1,1.079e+04,1.174e+03,7.092e+02,1.268e+04
173.6,1.205e+04,1.187e+03,6.748e+02,1.391e+04
175.1,1.329e+04,1.138e+03,6.663e+02,1.509e+04
176.6,1.444e+04,1.149e+03,6.756e+02,1.627e+04
178.2,1.550e+04,1.134e+03,6.935e+02,1.732e+04
179.7,1.631e+04,1.318e+03,7.163e+02,1.834e+04
181.2,1.767e+04,1.328e+03,7.612e+02,1.976e+04
182.7,1.811e+04,1.487e+03,8.944e+02,2.049e+04
184.3,1.821e+04,1.686e+03,8.867e+02,2.078e+04
185.8,1.761e+04,1.768e+03,8.820e+02,2.026e+04
187.3,1.631e+04,1.693e+03,8.719e+02,1.888e+04
188.8,1.520e+04,1.742e+03,8.763e+02,1.782e+04
190.3,1.397e+04,1.751e+03,9.831e+02,1.671e+04
191.9,1.218e+04,1.752e+03,1.128e+03,1.506e+04
193.4,1.098e+04,1.752e+03,1.148e+03,1.389e+04
194.9,1.026e+04,1.749e+03,1.110e+03,1.312e+04
196.4,9.856e+03,2.176e+03,1.256e+03,1.329e+04
198.0,9.816e+03,2.871e+03,1.284e+03,1.397e+04
199.5,1.002e+04,3.264e+03,1.213e+03,1.450e+04
